uuid,status,date,start_time,end_time,user_uuid,name,code,type
0874bac4-fbca-42a9-8cdf-c20aeaa5339a,CONFIRMED,2022-11-09,10:30:00,12:00:00,0236ab77-0bb3-4118-9f69-16b82dcf5964,Discussion Room 6-1-3,HSO_COLAB_WD_Discussion Room 6-1-3,DISCUSSION ROOM
c7163a22-32e0-4517-8086-a088a3bab7f5,CONFIRMED,2022-11-09,10:30:00,12:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
0651de5e-2333-4500-a4fc-38937d378244,CONFIRMED,2022-11-10,09:30:00,12:30:00,8cf981cb-66d7-4ef8-ba6d-18b7a547d31c,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
0b75e15e-3ea5-4560-96c1-db71a9aec3de,CONFIRMED,2022-11-15,16:30:00,17:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Discussion Room 6-1-2,HSO_COLAB_WD_Discussion Room 6-1-2,DISCUSSION ROOM
8cfb11d1-af20-4b4c-ad43-59c4a6bf0bf5,CONFIRMED,2022-11-22,15:00:00,17:00:00,96d9242e-13a6-4f82-ad53-62964a07c90f,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
c7b6b812-d8f2-4eb4-8ed9-646ec7032428,CONFIRMED,2022-11-11,09:00:00,12:30:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
a713d413-5c60-4e75-a8ec-30b902f8ec92,CONFIRMED,2022-11-11,16:00:00,17:30:00,4eafc175-313f-4aab-94a6-5a9f213205b3,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
3305e573-8623-4fe0-85a5-42f635ba1220,CONFIRMED,2022-11-14,09:00:00,12:00:00,4eafc175-313f-4aab-94a6-5a9f213205b3,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
5f6b1cb8-331a-4ed7-8f26-de10a1c4d83d,CONFIRMED,2022-11-23,09:00:00,11:30:00,bd521b34-80cb-43bc-8f36-2c40411a67d5,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
4bb6f152-e2be-43e7-b1e6-cd2b2579541e,CONFIRMED,2022-11-14,14:00:00,22:58:18,e15516a9-feef-48e7-9d9d-f3ad24dc2095,Discussion Room 9-2-1,HSO_COLAB_WD_Discussion Room 9-2-1,DISCUSSION ROOM
84f8da9d-ed25-4e50-9d17-719eac41886b,CONFIRMED,2022-11-15,09:00:00,11:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
74c9e127-95c9-4ef9-b4ac-d7c0bcf3cb5d,CONFIRMED,2022-11-17,09:30:00,12:30:00,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Discussion Room 6-1-2,HSO_COLAB_WD_Discussion Room 6-1-2,DISCUSSION ROOM
fa16a7d2-0f7d-48a6-b997-1c813afd1170,CONFIRMED,2022-11-15,13:30:00,15:00:00,f03fca67-a29a-48eb-9fae-f0bb767ccdae,Discussion Room 6-1-2,HSO_COLAB_WD_Discussion Room 6-1-2,DISCUSSION ROOM
9af6dfd1-f45e-4482-b7a1-1a3aee2a5bcb,CONFIRMED,2022-11-15,15:00:00,16:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
db408db9-750d-474a-a646-dc4629fa3a35,CONFIRMED,2022-11-15,17:00:00,18:00:00,0a6af742-d6d9-492a-9f2d-9088c3b3e468,Discussion Room 9-2-1,HSO_COLAB_WD_Discussion Room 9-2-1,DISCUSSION ROOM
969f8d0e-f6f3-4adc-bfeb-1284b0211c95,CONFIRMED,2022-11-29,08:30:00,11:30:00,e1559337-1349-41a4-810f-65347f57eb8b,Discussion Room 6-1-2,HSO_COLAB_WD_Discussion Room 6-1-2,DISCUSSION ROOM
235afe41-1f9d-48bb-9629-507f8064306b,CONFIRMED,2022-11-21,14:00:00,15:00:00,391e8292-adf0-41ba-b237-787207abb42d,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
f34c641d-9d87-4ade-9b40-9dd46025b530,CONFIRMED,2022-11-16,16:00:00,17:00:00,0236ab77-0bb3-4118-9f69-16b82dcf5964,Discussion Room 6-1-3,HSO_COLAB_WD_Discussion Room 6-1-3,DISCUSSION ROOM
e69a9a80-d4fb-4ac3-ac57-74224f5b2d09,CONFIRMED,2022-11-16,15:00:00,17:30:00,4c9c1d95-2a5b-431e-a5c0-20e414f90b43,Discussion Room 9-2-3,HSO_COLAB_WD_Discussion Room 9-2-3,DISCUSSION ROOM
4164ac1c-02ff-4c97-a264-6bb5b5a6fe9a,CONFIRMED,2022-11-16,15:00:00,18:00:00,1b92de8b-2d01-4e12-bc2b-ae657b752428,Discussion Room 9-2-1,HSO_COLAB_WD_Discussion Room 9-2-1,DISCUSSION ROOM
6853a80b-ffea-419f-adde-dc746916ece0,CONFIRMED,2022-12-14,14:00:00,16:00:00,ea947367-4a97-48ae-87f1-a40a5862eb77,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
318c6b44-6b00-4f0e-b2a2-c7e4b3c7d3a7,CONFIRMED,2022-11-22,10:00:00,12:30:00,fde721a9-744c-4584-880b-b6e874931b86,Discussion Room 6-1-3,HSO_COLAB_WD_Discussion Room 6-1-3,DISCUSSION ROOM
6c31c3cc-da0b-4a27-9f04-9b4566e18ef8,CONFIRMED,2022-11-23,13:30:00,16:00:00,ac35df24-6e5d-4276-a4b4-0cc7c412fa81,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
50338906-0073-498d-9787-c88fa8182510,CONFIRMED,2022-11-22,10:30:00,12:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Discussion Room 6-1-2,HSO_COLAB_WD_Discussion Room 6-1-2,DISCUSSION ROOM
020547e4-0fad-4e6a-8c5c-678eb5d5b701,CONFIRMED,2022-11-23,15:30:00,16:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Discussion Room 6-1-2,HSO_COLAB_WD_Discussion Room 6-1-2,DISCUSSION ROOM
d30db0e5-a36c-4ada-be98-850257356cc7,CONFIRMED,2022-11-25,09:30:00,12:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Discussion Room 6-1-2,HSO_COLAB_WD_Discussion Room 6-1-2,DISCUSSION ROOM
5b52440f-8aa0-49de-bb92-ce09c975a8d1,CONFIRMED,2022-11-30,09:00:00,10:00:00,39d36fa9-539b-48c7-9ff5-71bd46e600b6,Discussion Room 9-2-4,HSO_COLAB_WD_Discussion Room 9-2-4,DISCUSSION ROOM
5cda0885-7172-4248-9cf4-79a828c1c4db,CONFIRMED,2022-11-30,14:00:00,15:30:00,39d36fa9-539b-48c7-9ff5-71bd46e600b6,Discussion Room 9-2-4,HSO_COLAB_WD_Discussion Room 9-2-4,DISCUSSION ROOM
8b458aa5-04cd-4272-9f42-1a1ad91d854c,CONFIRMED,2022-12-07,09:00:00,10:30:00,39d36fa9-539b-48c7-9ff5-71bd46e600b6,Discussion Room 9-2-4,HSO_COLAB_WD_Discussion Room 9-2-4,DISCUSSION ROOM
35f97d72-9fb6-418a-a9d8-64a33ff55291,CONFIRMED,2022-11-22,17:00:00,18:00:00,12602439-8716-47ba-b565-f72f77a430e3,Meeting Room 6-1-1,HSO_COLAB_WD_Meeting Room 6-1-1,MEETING ROOM
e161719e-2e5c-4c39-b308-7bbe36c845cb,CONFIRMED,2022-12-07,14:00:00,15:30:00,39d36fa9-539b-48c7-9ff5-71bd46e600b6,Discussion Room 9-2-4,HSO_COLAB_WD_Discussion Room 9-2-4,DISCUSSION ROOM
